Donor,codename,New code,recipient,checks
Ukraine Red Cross,red cross,,red cross,TRUE
Ukrainian Red Cross Society,red cross,,red cross,TRUE
Ulsan Metropolitan City,DAC governments,,DAC governments,TRUE
UN Action Against Sexual Violence in Conflict,UN Multi,,UN Multi,TRUE
UN Agencies (details not yet provided) ,UN Multi,,UN Multi,TRUE
UN Agencies and NGOs (details not yet provided),other,,other,TRUE
UN Agencies and Red Cross (details not yet provided),other,,other,TRUE
UN Agencies and Red Cross (details not yet provided) ,other,,other,TRUE
"UN Agencies, NGOs and Red Cross (details not yet provided)",other,,other,TRUE
"UN Agencies, NGOs and/or Red Cross (details not yet provided)",UN Multi,,UN Multi,TRUE
UN Assistance Programme to Afghanistan,UN Multi,,UN Multi,TRUE
UN Central Fund for Influenza Action,UN Multi,,UN Multi,TRUE
UN Committee on Missing Persons,UN Multi,,UN Multi,TRUE
UN Delivering AS ONE,UN Multi,,UN Multi,TRUE
UN Economic Commission for Latin America,UN Multi,,UN Multi,TRUE
Un Enfant Par La Main,NGOs,,NGOs,TRUE
UN Foundation,foundations,,foundations,TRUE
UN GENERAL TRUST FUND,UN Multi,,UN Multi,TRUE
UN Human Security Trust Fund,UN Multi,,UN Multi,TRUE
UN Institute,UN Multi,,UN Multi,TRUE
UN Mine Action Program,UN Multi,,UN Multi,TRUE
UN Mission in Sierra Leone,UN Multi,,UN Multi,TRUE
UN Peacebuilding Fund,UN Multi,,UN Multi,TRUE
Un Ponte Per ,NGOs,,NGOs,TRUE
UN Programme on HIV/AIDS,UN Multi,,UN Multi,TRUE
UN Resident Coordinator's Office,UN Multi,,UN Multi,TRUE
UN Spouses Bazaar,UN Multi,,UN Multi,TRUE
UN Stabilization and Recovery - DRC,UN Multi,,UN Multi,TRUE
UN Technical Cooperative Activities,UN Multi,,UN Multi,TRUE
Un Techo Para Mi Pais,UN Multi,,UN Multi,TRUE
UN Trust Fund,UN Multi,,UN Multi,TRUE
UN Voluntary Fund for Indigenous Populations,UN Multi,,UN Multi,TRUE
UN Voluntary Trust Fund for Technical Cooperation,UN Multi,,UN Multi,TRUE
UN Women's Guild,UN Multi,,UN Multi,TRUE
Unallocated Pledges,other,,other,TRUE
UNAMSIL/UNDP,UN Multi,,UN Multi,TRUE
UNAVEM/MONUA,UN Multi,,UN Multi,TRUE
UNCO / UNOCHA,UN Multi,,UN Multi,TRUE
Underwriters Laboratories,private sector corporations,,private sector corporations,TRUE
UNDG Iraq Trust Fund,UN Multi,,UN Multi,TRUE
UNDP Administered Trust Fund,UN Multi,,UN Multi,TRUE
UNDP for UNDSS,UN Multi,,UN Multi,TRUE
UNDP TRAC 1.1.3,UN Multi,,UN Multi,TRUE
UNDP/BCPR (TRAC 3),UN Multi,,UN Multi,TRUE
UNDP/IOM,UN Multi,,UN Multi,TRUE
UNDP/PAPP,UN Multi,,UN Multi,TRUE
UNDP/Skills Consortium,UN Multi,,UN Multi,TRUE
UNDP/UNCHS,UN Multi,,UN Multi,TRUE
UNDP/UNDMTP,UN Multi,,UN Multi,TRUE
UNDP/UNDSS,UN Multi,,UN Multi,TRUE
UNDP/UN-HABITAT,UN Multi,,UN Multi,TRUE
UNDP/UNHCR,UN Multi,,UN Multi,TRUE
UNDP/UNICEF,UN Multi,,UN Multi,TRUE
UN-EUE,UN Multi,,UN Multi,TRUE
UNFPA / UNIFEM,UN Multi,,UN Multi,TRUE
UNFPA/UNAIDS,UN Multi,,UN Multi,TRUE
UNFPA/WFP,UN Multi,,UN Multi,TRUE
UNICEF National Committee/Andorra,UN Multi,,NGOs,FALSE
UNICEF National Committee/Australia,UN Multi,,NGOs,FALSE
UNICEF National Committee/Austria,UN Multi,,NGOs,FALSE
UNICEF National Committee/Belgium,UN Multi,,NGOs,FALSE
UNICEF National Committee/Canada,UN Multi,,NGOs,FALSE
UNICEF National Committee/Czech Republic,UN Multi,,NGOs,FALSE
UNICEF National Committee/Denmark,UN Multi,,NGOs,FALSE
UNICEF National Committee/Estonia,UN Multi,,NGOs,FALSE
UNICEF National Committee/Finland,UN Multi,,NGOs,FALSE
UNICEF National Committee/France,UN Multi,,NGOs,FALSE
UNICEF National Committee/Germany,UN Multi,,NGOs,FALSE
UNICEF National Committee/Hellenic,UN Multi,,NGOs,FALSE
UNICEF National Committee/Hong Kong,UN Multi,,NGOs,FALSE
UNICEF National Committee/Hungary,UN Multi,,NGOs,FALSE
UNICEF National Committee/Iceland,UN Multi,,NGOs,FALSE
UNICEF National Committee/Indonesia,UN Multi,,NGOs,FALSE
UNICEF National Committee/Ireland,UN Multi,,NGOs,FALSE
UNICEF National Committee/Israel,UN Multi,,NGOs,FALSE
UNICEF National Committee/Italy,UN Multi,,NGOs,FALSE
UNICEF National Committee/Japan,UN Multi,,NGOs,FALSE
UNICEF National Committee/Korea (Republic of),UN Multi,,NGOs,FALSE
UNICEF National Committee/Latvia,UN Multi,,NGOs,FALSE
UNICEF National Committee/Lithuania,UN Multi,,NGOs,FALSE
UNICEF National Committee/Luxembourg,UN Multi,,NGOs,FALSE
UNICEF National Committee/Netherlands,UN Multi,,NGOs,FALSE
UNICEF National Committee/New Zealand,UN Multi,,NGOs,FALSE
UNICEF National Committee/Norway,UN Multi,,NGOs,FALSE
UNICEF National Committee/Oman,UN Multi,,NGOs,FALSE
UNICEF National Committee/Poland,UN Multi,,NGOs,FALSE
UNICEF National Committee/Portugal,UN Multi,,NGOs,FALSE
UNICEF National Committee/San Marino,UN Multi,,NGOs,FALSE
UNICEF National Committee/Slovakia,UN Multi,,NGOs,FALSE
UNICEF National Committee/Slovenia,UN Multi,,NGOs,FALSE
UNICEF National Committee/Spain,UN Multi,,UN Multi,TRUE
UNICEF National Committee/Sweden,UN Multi,,NGOs,FALSE
UNICEF National Committee/Switzerland,UN Multi,,NGOs,FALSE
UNICEF National Committee/Turkey,UN Multi,,NGOs,FALSE
UNICEF National Committee/United Kingdom,UN Multi,,NGOs,FALSE
UNICEF National Committee/USA (US Fund for UNICEF),UN Multi,,NGOs,FALSE
UNICEF National Committees,UN Multi,,UN Multi,TRUE
UNICEF/FALU,UN Multi,,UN Multi,TRUE
UNICEF/FAO,UN Multi,,UN Multi,TRUE
UNICEF/UNDSS,UN Multi,,UN Multi,TRUE
UNICEF/UNFPA/WHO,UN Multi,,UN Multi,TRUE
UNICEF/UNHCR,UN Multi,,UN Multi,TRUE
UNICEF/UNMAS,UN Multi,,UN Multi,TRUE
UNICEF/WFP,UN Multi,,UN Multi,TRUE
UNICEF/WFP/UNDP/FAO/WHO,UN Multi,,UN Multi,TRUE
UNICEF/WHO,UN Multi,,UN Multi,TRUE
Unilever,private sector corporations,,private sector corporations,TRUE
Union Bank Foundation,foundations,,foundations,TRUE
Union Des Organisations Syrienne de Secours Medicaux,other,,other,TRUE
Union Nationale des Associations Diocesaines de Secours et Developpement,other,,other,TRUE
Union of Agricultural Work Committees,NGOs,,NGOs,TRUE
Union of Health Work Committees,other,,other,TRUE
Union of Relief Organizations – Lebanon,private individual organisations,,private individual organisations,TRUE
Union of South American Nations,NDD,,National government,FALSE
Union of Sudan African Parties,Other multi,,Other multi,TRUE
Uniqlo,private sector corporations,,private sector corporations,TRUE
Unité de Recherche et d'Action Médico Légale,academia/think/research,,academia/think/research,TRUE
UNITEC,other,,other,TRUE
United Arab Emirates,NDD,,National government,FALSE
United Arab Emirates Red Crescent,red cross,,red cross,TRUE
United Church of Canada,NGOs,,NGOs,TRUE
United Islamic Center,academia/think/research,,academia/think/research,TRUE
United Kingdom,DAC governments,,DAC governments,TRUE
United Kingdom ,DAC governments,,DAC governments,TRUE
"United Kingdom - Dept. for InterNational Development - Conflict, Humanitarian and Security Department",DAC governments,,DAC governments,TRUE
United Kingdom Department for InterNational Development,DAC governments,,DAC governments,TRUE
United Kingdom Ministry of Defence,DAC governments,,DAC governments,TRUE
United Kingdom Red Cross ,red cross,,red cross,TRUE
United Methodist Church,private individual organisations,,private individual organisations,TRUE
United Methodist Committee on Relief,NGOs,,NGOs,TRUE
United Missions Mission in Liberia Irish Battalion,UN Multi,,UN Multi,TRUE
United Nations,UN Multi,,UN Multi,TRUE
United Nations Advance Mission in Sudan,UN Multi,,UN Multi,TRUE
United Nations Angola Verification Mission,UN Multi,,UN Multi,TRUE
United Nations assessed contributions,UN Multi,,UN Multi,TRUE
United Nations Assistance Mission for Afghanistan,UN Multi,,UN Multi,TRUE
United Nations Assistance Mission in East Timor,UN Multi,,UN Multi,TRUE
United Nations Assistance Mission in Iraq,UN Multi,,UN Multi,TRUE
United Nations Association in Canada,UN Multi,,UN Multi,TRUE
United Nations Children's Fund,UN Multi,,UN Multi,TRUE
United Nations Committee on Missing Persons,UN Multi,,UN Multi,TRUE
United Nations Corps of Guards in Iraq,UN Multi,,UN Multi,TRUE
United Nations Department of Peace-Keeping Operations,UN Multi,,UN Multi,TRUE
United Nations Dept of Safety and Security ,UN Multi,,UN Multi,TRUE
United Nations Development Fund for Women,UN Multi,,UN Multi,TRUE
United Nations Development Group Office,UN Multi,,UN Multi,TRUE
United Nations Development Programme,UN Multi,,UN Multi,TRUE
United Nations Development Programme - East Timor,UN Multi,,UN Multi,TRUE
"United Nations Development Programme / Rehabilitation, Reconstruction and Development Programme",UN Multi,,UN Multi,TRUE
United Nations Disaster Assessment and Coordination,UN Multi,,UN Multi,TRUE
United Nations Disaster Management Team,UN Multi,,UN Multi,TRUE
United Nations Disengagement Observer Force,UN Multi,,UN Multi,TRUE
United Nations Economic and Social Commission for Asia and the Pacific,UN Multi,,UN Multi,TRUE
"United Nations Educational, Scientific and Cultural Organization",UN Multi,,UN Multi,TRUE
United Nations Entity for Gender Equality and the Empowerment of Women,UN Multi,,UN Multi,TRUE
United Nations Environment Programme,UN Multi,,UN Multi,TRUE
United Nations Foundation,UN Multi,,UN Multi,TRUE
United Nations Fund for InterNational Partnerships,UN Multi,,UN Multi,TRUE
United Nations High Commissioner for Refugees,UN Multi,,UN Multi,TRUE
United Nations Human Settlements Programme (UN-HABITAT),UN Multi,,UN Multi,TRUE
United Nations Humanitarian Air Service,UN Multi,,UN Multi,TRUE
United Nations Humanitarian Information Centre,UN Multi,,UN Multi,TRUE
United Nations Humanitarian Response Depot ,UN Multi,,UN Multi,TRUE
United Nations Industrial Development Organization,UN Multi,,UN Multi,TRUE
United Nations Institute for Disarmament Research,UN Multi,,UN Multi,TRUE
United Nations Institute for Training and Research,UN Multi,,UN Multi,TRUE
United Nations Integrated Office in Sierra Leone ,UN Multi,,UN Multi,TRUE
United Nations InterNational Drug Control Programme,UN Multi,,UN Multi,TRUE
United Nations InterNational Research and Training Institute for the Advance of Women,UN Multi,,UN Multi,TRUE
United Nations Joint Logistics Centre,UN Multi,,UN Multi,TRUE
United Nations Joint Programme on HIV/AIDS,UN Multi,,UN Multi,TRUE
United Nations Mediation Support Unit,UN Multi,,UN Multi,TRUE
United Nations Mine Action Coordination Center (DRC),UN Multi,,UN Multi,TRUE
United Nations Mine Action Coordination Center (DRC),UN Multi,,UN Multi,TRUE
United Nations Mine Action Service,UN Multi,,UN Multi,TRUE
United Nations Mission in Ethiopia and Eritrea,UN Multi,,UN Multi,TRUE
United Nations Mission in Kosovo,UN Multi,,UN Multi,TRUE
United Nations Mission in Sudan,UN Multi,,UN Multi,TRUE
"United Nations Mission in the DRC (Mission d'Observation des Nations Unies au Congo, MONUC)",UN Multi,,UN Multi,TRUE
United Nations Mission in Timor-Leste,UN Multi,,UN Multi,TRUE
United Nations Mission of Support in East Timor,UN Multi,,UN Multi,TRUE
United Nations Observer Mission in Georgia,UN Multi,,UN Multi,TRUE
United Nations Office for Disarmament Affairs,UN Multi,,UN Multi,TRUE
United Nations Office for Project Services,UN Multi,,UN Multi,TRUE
United Nations Office in Burundi,UN Multi,,UN Multi,TRUE
United Nations Office of Legal Affairs,UN Multi,,UN Multi,TRUE
United Nations Office on Drugs and Crime,UN Multi,,UN Multi,TRUE
United Nations Operation Programme Support,UN Multi,,UN Multi,TRUE
United Nations Operational Satellite Applications Programme,UN Multi,,UN Multi,TRUE
United Nations Peacekeeping Force in Cyprus,UN Multi,,UN Multi,TRUE
United Nations Political Office for Somalia,UN Multi,,UN Multi,TRUE
United Nations Population Fund,UN Multi,,UN Multi,TRUE
United Nations Register of Damage,UN Multi,,UN Multi,TRUE
United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN Multi,,UN Multi,TRUE
United Nations Special Court for Sierra Leone,UN Multi,,UN Multi,TRUE
United Nations Transitional Authority in East Timor,UN Multi,,UN Multi,TRUE
United Nations Voluntary Trust Fund on Contemporary Forms of Slavery,UN Multi,,UN Multi,TRUE
United Nations Voluntary Trust Fund on Mine Action,UN Multi,,UN Multi,TRUE
United Nations Volunteers Programme,UN Multi,,UN Multi,TRUE
United Peace Organization,UN Multi,,NGOs,FALSE
United Rural Development Organization,private individual organisations,,private individual organisations,TRUE
United States Agency for InterNational Development,DAC governments,,DAC governments,TRUE
United States Catholic Conference,other,,other,TRUE
United States Department of Agriculture,DAC governments,,DAC governments,TRUE
United States Department of Defense,DAC governments,,DAC governments,TRUE
United States Department of Health and Human Services,DAC governments,,DAC governments,TRUE
United States Department of State,DAC governments,,DAC governments,TRUE
United States of America,DAC governments,,DAC governments,TRUE
United States Office for Foreign Disaster Assistance,DAC governments,,DAC governments,TRUE
United Technologies Corporation,private sector corporations,,private sector corporations,TRUE
United Way InterNational,NGOs,,NGOs,TRUE
United Way of Massachusetts Bay and Merrimack Valley ,NGOs,,NGOs,TRUE
United Way of Miami-Dade,UN Multi,,UN Multi,TRUE
UnitedHealth,private sector corporations,,private sector corporations,TRUE
Unity and Cooperation for the Development of People,NGOs,,NGOs,TRUE
Unity and Cooperation for the Development of Peoples,NGOs,,NGOs,TRUE
Universal Intervention and Development Organization,private individual organisations,NGOs,NGOs,FALSE
Universal Network for Knowledge and Empowerment Agency,private individual organisations,NGOs,NGOs,FALSE
Universidad de Chile,academia/think/research,,academia/think/research,TRUE
Universidad de Las Villas,academia/think/research,,academia/think/research,TRUE
"Universidad Nacional a Distancia, Costa Rica",academia/think/research,,academia/think/research,TRUE
Universidad Nacional Autonoma de Honduras,academia/think/research,,academia/think/research,TRUE
Universitetet i Oslo,academia/think/research,,academia/think/research,TRUE
University of Capetown,academia/think/research,,academia/think/research,TRUE
University of Colorado,academia/think/research,,academia/think/research,TRUE
University of Geneva,academia/think/research,,academia/think/research,TRUE
University of Miami,academia/think/research,,academia/think/research,TRUE
University of Nebraska,academia/think/research,,academia/think/research,TRUE
University of Neuchâtel,academia/think/research,,academia/think/research,TRUE
University of Oxford - Refugee Studies Centre,academia/think/research,,academia/think/research,TRUE
University of Rhode Island/SUCCESS LWA,academia/think/research,,academia/think/research,TRUE
UniverSud-Liège,academia/think/research,,academia/think/research,TRUE
Univision,private sector corporations,,private sector corporations,TRUE
UNMAS/UNDP,UN Multi,,UN Multi,TRUE
UNOCHA / UNDP,UN Multi,,UN Multi,TRUE
UNO-Flüchtlingshilfe e.V.,UN Multi,,UN Multi,TRUE
UNOPS/CDAP,UN Multi,,UN Multi,TRUE
UNRWA Friends Association Inc. USA,UN Multi,,UN Multi,TRUE
UNRWA Spanish Committee,UN Multi,,UN Multi,TRUE
Unspecified,other,,other,TRUE
Unum,private sector corporations,,private sector corporations,TRUE
UNVTF/Mine Action,UN Multi,,UN Multi,TRUE
Upper Nile Initiative and Development Organization,NGOs,,NGOs,TRUE
Upper Nile Kalaazar Eradication Association,NGOs,,NGOs,TRUE
UPR Info,other,,other,TRUE
UPS Foundation,foundations,,foundations,TRUE
Urgence Rehabilitation et Developpement,NGOs,,NGOs,TRUE
Uruguay ,NDD,,National government,FALSE
Uruguay Red Cross,red cross,,red cross,TRUE
Uruguayan Red Cross,red cross,,red cross,TRUE
US Airways,private sector corporations,,private sector corporations,TRUE
US Bancorp,private sector corporations,,private sector corporations,TRUE
US Embassy,DAC governments,,DAC governments,TRUE
US Forest Service,DAC governments,,DAC governments,TRUE
US Fund for UNICEF,NGOs,,NGOs,TRUE
US Geological Survey,DAC governments,,DAC governments,TRUE
USA for UNHCR,NGOs,,NGOs,TRUE
USA Friends of WFP,NGOs,,NGOs,TRUE
USA Friends Private,NGOs,,NGOs,TRUE
USA Fund for UNICEF,NGOs,,NGOs,TRUE
USAID Mission,DAC governments,,DAC governments,TRUE
USAID Recipient,DAC governments,,DAC governments,TRUE
USAID/ANE,DAC governments,,DAC governments,TRUE
USAID/Angola,DAC governments,,DAC governments,TRUE
USAID/Bangladesh,DAC governments,,DAC governments,TRUE
USAID/Conakry,DAC governments,,DAC governments,TRUE
USAID/Disaster Assistance Response Team,DAC governments,,DAC governments,TRUE
USAID/DRC,DAC governments,,DAC governments,TRUE
USAID/Ethiopia,DAC governments,,DAC governments,TRUE
USAID/Guinea,DAC governments,,DAC governments,TRUE
USAID/Haiti,DAC governments,,DAC governments,TRUE
USAID/Indonesia,DAC governments,,DAC governments,TRUE
USAID/Jamaica,DAC governments,,DAC governments,TRUE
USAID/Kenya,DAC governments,,DAC governments,TRUE
USAID/Khartoum,DAC governments,,DAC governments,TRUE
USAID/Liberia,DAC governments,,DAC governments,TRUE
USAID/Lilongwe,DAC governments,,DAC governments,TRUE
USAID/Madagascar,DAC governments,,DAC governments,TRUE
USAID/Malawi,DAC governments,,DAC governments,TRUE
USAID/Nepal,DAC governments,,DAC governments,TRUE
USAID/OTI,DAC governments,,DAC governments,TRUE
USAID/Regional Economic Development Services Office            ,DAC governments,,DAC governments,TRUE
USAID/Russia,DAC governments,,DAC governments,TRUE
USAID/Senegal,DAC governments,,DAC governments,TRUE
USAID/Somalia,DAC governments,,DAC governments,TRUE
USAID/South Africa,DAC governments,,DAC governments,TRUE
USAID/Sri Lanka,DAC governments,,DAC governments,TRUE
USAID/Uganda,DAC governments,,DAC governments,TRUE
USAID/West African Regional Programme,DAC governments,,DAC governments,TRUE
USAID/Zimbabwe,DAC governments,,DAC governments,TRUE
USAID’s Pastoralist Livelihoods Initiative,DAC governments,,DAC governments,TRUE
USAR,private individual organisations,,private individual organisations,TRUE
US-China Business Council,private sector corporations,,private sector corporations,TRUE
Uzbekistan,NDD,,National government,FALSE
Uzbekistan (Government of),NDD,,National government,FALSE
Uzbekistan (Government of),NDD,,National government,FALSE
VAF - Verein für Afghanistan Förderung ,NGOs,,NGOs,TRUE
Valero Energy/Ultramar,private sector corporations,,private sector corporations,TRUE
Valid Nutrition,NGOs,,NGOs,TRUE
Vamos Adelante,NGOs,,NGOs,TRUE
Vans,private sector corporations,,private sector corporations,TRUE
Vanuatu Red Cross,red cross,,red cross,TRUE
Vanuatu Red Cross Society,red cross,,red cross,TRUE
Various (details not yet provided),other,,other,TRUE
Various (details not yet provided),other,,other,TRUE
Various Donors ,other,,other,TRUE
Various Donors (details not yet provided),other,,other,TRUE
Various Donors (private),other,,other,TRUE
Various Recipients (details not yet provided),other,,other,TRUE
Vårt land,private sector corporations,,private sector corporations,TRUE
VAS,other,,other,TRUE
VEH,other,,other,TRUE
VEH/HAD,other,,other,TRUE
Venable LLP,private sector corporations,,private sector corporations,TRUE
Venezuela,NDD,,National government,FALSE
Venezuela Red Cross,red cross,,red cross,TRUE
Venezuelan Red Cross,red cross,,red cross,TRUE
Vento di Terra,NGOs,,NGOs,TRUE
Verdens Barn,NGOs,,NGOs,TRUE
Verein Bär und Leu,private individual organisations,NGOs,NGOs,FALSE
Verein f. hum. Hilfe Vaduz,other,,other,TRUE
Verein für Aufbauhilfe Tambanevana,private sector corporations,,private sector corporations,TRUE
Verein Hilfe fur Bangladesch,NGOs,,NGOs,TRUE
Verein Lichtblick ,NGOs,,NGOs,TRUE
Verein zur Unterstützung von Schulen für afgh. Flüchtlingskinder e.V,NGOs,,NGOs,TRUE
Vereniging voor Personele Samenwerking Ontwikkelings-landen,NGOs,,NGOs,TRUE
Verizon Foundation,foundations,,foundations,TRUE
VETAID,NGOs,,NGOs,TRUE
Vétérinaire sans Frontieres,NGOs,,NGOs,TRUE
Vétérinaires sans Frontières (Belgium),NGOs,,NGOs,TRUE
Vétérinaires sans Frontières (Germany),NGOs,,NGOs,TRUE
Vétérinaires sans Frontières (Switzerland),NGOs,,NGOs,TRUE
Vetworks Eastern Africa,private individual organisations,,private individual organisations,TRUE
VIC,other,,other,TRUE
VICINI and the INICIA Foundation,foundations,,foundations,TRUE
Victims of Torture,NGOs,,NGOs,TRUE
Vie Sacree,NGOs,,NGOs,TRUE
Viet Nam,NDD,,National government,FALSE
Viet Nam Red Cross,red cross,,red cross,TRUE
Village Elders Group,other,,other,TRUE
Visa,private sector corporations,,private sector corporations,TRUE
VISION,NGOs,,NGOs,TRUE
Vision Hope,private sector corporations,,private sector corporations,TRUE
Vision Hope International,NGOs,,NGOs,TRUE
Visions in Action,NGOs,,NGOs,TRUE
VITALITE PLUS,other,,other,TRUE
Vitamin Shoppe,private sector corporations,,private sector corporations,TRUE
VITOL,private sector corporations,,private sector corporations,TRUE
"Vitoria-Gasteiz, Municipality of (Spain)",DAC governments,,DAC governments,TRUE
Viva Rio,NGOs,,NGOs,TRUE
Vivamos Mejor,NGOs,,NGOs,TRUE
Vive Zene,NGOs,,NGOs,TRUE
Vodafone Group Foundation,foundations,,foundations,TRUE
VOICE ASBL,NGOs,,NGOs,TRUE
Voice of America,NGOs,,NGOs,TRUE
Voila Earthquake Relief Fund,foundations,,foundations,TRUE
Volens,NGOs,,NGOs,TRUE
Volontariato Internazionale per lo Sviluppo,NGOs,,NGOs,TRUE
Voluntariado Internacional para o Desenvolvimento Africano,NGOs,,NGOs,TRUE
Voluntary Health Association of India,other,,other,TRUE
Voluntary Organisations in Cooperation in Emergencies,private individual organisations,,private individual organisations,TRUE
Voluntary Service Overseas,NGOs,,NGOs,TRUE
Volunteer Corpes-Greek Firemen Replanters,other,,other,TRUE
Volunteer Organization for the InterNational Co-operation,NGOs,,NGOs,TRUE
VREDESEILANDEN,NGOs,,NGOs,TRUE
VsF (CH) / PACE,other,,other,TRUE
W.K. Kellogg Foundation,foundations,,foundations,TRUE
Waatasemu Charity Association,other,,other,TRUE
Wabi Shelbelle Development,NGOs,,NGOs,TRUE
Wadi,NGOs,,NGOs,TRUE
Wahdat Rehabilitation and Development Organization for Afghan Women,other,,other,TRUE
Wajir South Development Association,NGOs,,NGOs,TRUE
Wajir South Development Association ,NGOs,,NGOs,TRUE
Wakefern Food Corp. (ShopRite and PriceRite stores,private sector corporations,,private sector corporations,TRUE
Walgreens,private sector corporations,,private sector corporations,TRUE
Wal-Mart,private sector corporations,,private sector corporations,TRUE
Walmart Canada,private sector corporations,,private sector corporations,TRUE
Walmart Foundation,foundations,,foundations,TRUE
Walt Disney Corporation,private sector corporations,,private sector corporations,TRUE
Waltraud Torossian-Brigasky,other,,other,TRUE
WAM,other,,other,TRUE
Wamo Relief and Rehabilitation Services,other,NGOs,NGOs,FALSE
Waqf Alghanem and Othman mosques,private individual organisations,,private individual organisations,TRUE
War Child ,NGOs,,NGOs,TRUE
War Child Canada,NGOs,,NGOs,TRUE
War Child Holland,NGOs,,NGOs,TRUE
War Child UK,NGOs,,NGOs,TRUE
War Torn Societies,UN Multi,,UN Multi,TRUE
Wardi Relief and Development Initiatives,NGOs,,NGOs,TRUE
Watan’s Social Technical Services Association,other,,other,TRUE
Water and Sanitation Consortium,other,,other,TRUE
Water for Life,NGOs,,NGOs,TRUE
Water Missions InterNational,NGOs,,NGOs,TRUE
WA-UK,NGOs,,NGOs,TRUE
Wawa Inc.,private sector corporations,,private sector corporations,TRUE
WB/UNDP,UN Multi,,UN Multi,TRUE
We Effect,other,,other,TRUE
Webster Bank,private sector corporations,,private sector corporations,TRUE
WEF - World Editors Forum,private individual organisations,,private individual organisations,TRUE
WEFA HUMANITARIAN RELIEF ORGANIZATION,other,,other,TRUE
Wegman Family Charitable Foundation,foundations,,foundations,TRUE
"Weil, Gotshal & Manges LLP",private sector corporations,,private sector corporations,TRUE
Welfare Association,NGOs,,NGOs,TRUE
"WellPoint, Inc.",private sector corporations,,private sector corporations,TRUE
Wells Fargo & CO,private sector corporations,,private sector corporations,TRUE
Wereld-missiehulp,private individual organisations,,private individual organisations,TRUE
Werkgroep Nederland Srebrenica,NGOs,,NGOs,TRUE
Western Union Foundation,foundations,,foundations,TRUE
WEUDAM - WEU De-mining Assistance Mission,private individual organisations,,private individual organisations,TRUE
Weyerhaeuser,private sector corporations,,private sector corporations,TRUE
WFP Administered Trust Fund,UN Multi,,UN Multi,TRUE
WFP and NGO Partners,other,,other,TRUE
WFP Immediate Response Account,UN Multi,,UN Multi,TRUE
WFP/SHA,other,,other,TRUE
White Helmets Commission,NDD,,National government,FALSE
WHO/AFRO,UN Multi,,UN Multi,TRUE
WHO/OCHA,UN Multi,,UN Multi,TRUE
WHO/UNFPA,UN Multi,,UN Multi,TRUE
William and Flora Hewlett Foundation,foundations,,foundations,TRUE
William Gallagher Associates,private individual organisations,,private individual organisations,TRUE
WilmerHale,private sector corporations,,private sector corporations,TRUE
Wilton Park,academia/think/research,,academia/think/research,TRUE
Windle Trust,NGOs,,NGOs,TRUE
Windle Trust International,NGOs,,NGOs,TRUE
Windy InterNational Youth Foundation,foundations,,foundations,TRUE
Winn-Dixie Foundation,foundations,,foundations,TRUE
Winston & Strawn LLP,private sector corporations,,private sector corporations,TRUE
WISAG,private sector corporations,,private sector corporations,TRUE
WODRANS - Women Orphans and Disabled Rehabilitation Assoc. of New Sudan ,NGOs,,NGOs,TRUE
Woman Kind Kenya,NGOs,,NGOs,TRUE
Women and Children Child Care Organization,NGOs,,NGOs,TRUE
Women And Health Alliance,private individual organisations,NGOs,NGOs,FALSE
Women for Women InterNational,NGOs,,NGOs,TRUE
Women Organization for Development & Capacity Building,private individual organisations,,private individual organisations,TRUE
Women Welfare Organization Poonch,NGOs,,NGOs,TRUE
Women's Promotion and Human Development,NGOs,,NGOs,TRUE
World Agency of Planetary Monitoring and Earthquake Risk Reduction,academia/think/research,,academia/think/research,TRUE
World Agroforestry Centre,academia/think/research,,academia/think/research,TRUE
World Assembly of Muslim Youth,private individual organisations,,private individual organisations,TRUE
WORLD ASSEMBLY OF MUSLIMS YOUTH,other,,other,TRUE
World Association of Children's Friends,NGOs,,NGOs,TRUE
World Association of Newspapers and News Publishers,private individual organisations,,private individual organisations,TRUE
World Bank,Other multi,,Other multi,TRUE
World Bank Group,Other multi,,Other multi,TRUE
World Care,NGOs,,NGOs,TRUE
World Church Relief Service,NGOs,,NGOs,TRUE
World Coalition Against the Death Penalty,private individual organisations,,private individual organisations,TRUE
World Concern,NGOs,,NGOs,TRUE
World Concern Development Organisation,NGOs,,NGOs,TRUE
World Conference on Disaster Reduction,UN Multi,,UN Multi,TRUE
World Conference on Religions for Peace,other,,other,TRUE
World Congress Against the Death Penalty,academia/think/research,,academia/think/research,TRUE
World Education,NGOs,,NGOs,TRUE
World Food Programme,UN Multi,,UN Multi,TRUE
World Health Organization,UN Multi,,UN Multi,TRUE
World Hope InterNational,NGOs,,NGOs,TRUE
World Humanitarian Forum,other,,other,TRUE
World Islamic Economic Forum Foundation,private individual organisations,,private individual organisations,TRUE
World Jewish Aid,NGOs,,NGOs,TRUE
WORLD LUTERAN FEDERATION - COLOMBIA,private individual organisations,,private individual organisations,TRUE
World Meteorological Organization,UN Multi,,UN Multi,TRUE
World Mission Society Church of God,private individual organisations,,private individual organisations,TRUE
World Organisation Against Torture,NGOs,,NGOs,TRUE
World Pharmacists,private individual organisations,,private individual organisations,TRUE
World Rehabilitation Fund,foundations,NGOs,NGOs,FALSE
World Relief,NGOs,,NGOs,TRUE
World Research Foundation,foundations,,foundations,TRUE
World Society for the Protection of Animals,NGOs,,NGOs,TRUE
World University Service,academia/think/research,,academia/think/research,TRUE
