Donor,Deflatorvalue
United Nations Voluntary Trust Fund on Contemporary Forms of Slavery,1.015410128
United Nations Voluntary Trust Fund on Mine Action,1.015410128
United Nations Volunteers Programme,1.015410128
United Peace Organization,1.015410128
United Rural Development Organization,1.015410128
United States Agency for InterNational Development,1.015410128
United States Catholic Conference,1.015410128
United States Department of Agriculture,1.015410128
United States Department of Defense,1.015410128
United States Department of Health and Human Services,1.015410128
United States Department of State,1.015410128
United States of America,1.015410128
United States Office for Foreign Disaster Assistance,1.015410128
United Technologies Corporation,1.015410128
United Way InterNational,1.015410128
United Way of Massachusetts Bay and Merrimack Valley ,1.015410128
United Way of Miami-Dade,1.015410128
UnitedHealth,1.015410128
Unity and Cooperation for the Development of People,1.015410128
Unity and Cooperation for the Development of Peoples,1.015410128
Universal Intervention and Development Organization,1.015410128
Universal Network for Knowledge and Empowerment Agency,1.015410128
Universidad de Chile,1.015410128
Universidad de Las Villas,1.015410128
"Universidad Nacional a Distancia, Costa Rica",1.015410128
Universidad Nacional Autonoma de Honduras,1.015410128
Universitetet i Oslo,1.015410128
University of Capetown,1.015410128
University of Colorado,1.015410128
University of Geneva,1.015410128
University of Miami,1.015410128
University of Nebraska,1.015410128
University of NeuchÉtel,1.015410128
University of Oxford - Refugee Studies Centre,1.015410128
University of Rhode Island/SUCCESS LWA,1.015410128
UniverSud-Liäge,1.015410128
Univision,1.015410128
UNMAS/UNDP,1.015410128
UNOCHA / UNDP,1.015410128
UNO-FlÅchtlingshilfe e.V.,1.015410128
UNOPS/CDAP,1.015410128
UNRWA Friends Association Inc. USA,1.015410128
UNRWA Spanish Committee,1.015410128
Unspecified,1.015410128
Unum,1.015410128
UNVTF/Mine Action,1.015410128
Upper Nile Initiative and Development Organization,1.015410128
Upper Nile Kalaazar Eradication Association,1.015410128
UPR Info,1.015410128
UPS Foundation,1.015410128
Urgence Rehabilitation et Developpement,1.015410128
Uruguay ,1.015410128
Uruguay Red Cross,1.015410128
Uruguayan Red Cross,1.015410128
US Airways,1.015410128
US Bancorp,1.015410128
US Embassy,1.015410128
US Forest Service,1.015410128
US Fund for UNICEF,1.015410128
US Geological Survey,1.015410128
USA for UNHCR,1.015410128
USA Friends of WFP,1.015410128
USA Friends Private,1.015410128
USA Fund for UNICEF,1.015410128
USAID Mission,1.015410128
USAID Recipient,1.015410128
USAID/ANE,1.015410128
USAID/Angola,1.015410128
USAID/Bangladesh,1.015410128
USAID/Conakry,1.015410128
USAID/Disaster Assistance Response Team,1.015410128
USAID/DRC,1.015410128
USAID/Ethiopia,1.015410128
USAID/Guinea,1.015410128
USAID/Haiti,1.015410128
USAID/Indonesia,1.015410128
USAID/Jamaica,1.015410128
USAID/Kenya,1.015410128
USAID/Khartoum,1.015410128
USAID/Liberia,1.015410128
USAID/Lilongwe,1.015410128
USAID/Madagascar,1.015410128
USAID/Malawi,1.015410128
USAID/Nepal,1.015410128
USAID/OTI,1.015410128
USAID/Regional Economic Development Services Office            ,1.015410128
USAID/Russia,1.015410128
USAID/Senegal,1.015410128
USAID/Somalia,1.015410128
USAID/South Africa,1.015410128
USAID/Sri Lanka,1.015410128
USAID/Uganda,1.015410128
USAID/West African Regional Programme,1.015410128
USAID/Zimbabwe,1.015410128
USAID?s Pastoralist Livelihoods Initiative,1.015410128
USAR,1.015410128
US-China Business Council,1.015410128
Uzbekistan,0.962032855
Uzbekistan (Government of),1.015410128
Uzbekistan (Government of),1.015410128
VAF - Verein fÅr Afghanistan Fîrderung ,1.015410128
Valero Energy/Ultramar,1.015410128
Valid Nutrition,1.015410128
Vamos Adelante,1.015410128
Vans,1.015410128
Vanuatu Red Cross,1.015410128
Vanuatu Red Cross Society,1.015410128
Various (details not yet provided),1.015410128
Various (details not yet provided),1.015410128
Various Donors ,1.015410128
Various Donors (details not yet provided),1.015410128
Various Donors (private),1.015410128
Various Recipients (details not yet provided),1.015410128
VÜrt land,1.015410128
VAS,1.015410128
VEH,1.015410128
VEH/HAD,1.015410128
Venable LLP,1.015410128
Venezuela,1.425644475
Venezuela Red Cross,1.015410128
Venezuelan Red Cross,1.015410128
Vento di Terra,1.015410128
Verdens Barn,1.015410128
Verein BÑr und Leu,1.015410128
Verein f. hum. Hilfe Vaduz,1.015410128
Verein fÅr Aufbauhilfe Tambanevana,1.015410128
Verein Hilfe fur Bangladesch,1.015410128
Verein Lichtblick ,1.015410128
Verein zur UnterstÅtzung von Schulen fÅr afgh. FlÅchtlingskinder e.V,1.015410128
Vereniging voor Personele Samenwerking Ontwikkelings-landen,1.015410128
Verizon Foundation,1.015410128
VETAID,1.015410128
VÇtÇrinaire sans Frontieres,1.015410128
VÇtÇrinaires sans Frontiäres (Belgium),1.015410128
VÇtÇrinaires sans Frontiäres (Germany),1.015410128
VÇtÇrinaires sans Frontiäres (Switzerland),1.015410128
Vetworks Eastern Africa,1.015410128
VIC,1.015410128
VICINI and the INICIA Foundation,1.015410128
Victims of Torture,1.015410128
Vie Sacree,1.015410128
Viet Nam,1.015410128
Viet Nam Red Cross,1.015410128
Village Elders Group,1.015410128
Visa,1.015410128
VISION,1.015410128
Vision Hope,1.015410128
Vision Hope International,1.015410128
Visions in Action,1.015410128
VITALITE PLUS,1.015410128
Vitamin Shoppe,1.015410128
VITOL,1.015410128
"Vitoria-Gasteiz, Municipality of (Spain)",1.015410128
Viva Rio,1.015410128
Vivamos Mejor,1.015410128
Vive Zene,1.015410128
Vodafone Group Foundation,1.015410128
VOICE ASBL,1.015410128
Voice of America,1.015410128
Voila Earthquake Relief Fund,1.015410128
Volens,1.015410128
Volontariato Internazionale per lo Sviluppo,1.015410128
Voluntariado Internacional para o Desenvolvimento Africano,1.015410128
Voluntary Health Association of India,1.015410128
Voluntary Organisations in Cooperation in Emergencies,1.015410128
Voluntary Service Overseas,1.015410128
Volunteer Corpes-Greek Firemen Replanters,1.015410128
Volunteer Organization for the InterNational Co-operation,1.015410128
VREDESEILANDEN,1.015410128
VsF (CH) / PACE,1.015410128
W.K. Kellogg Foundation,1.015410128
Waatasemu Charity Association,1.015410128
Wabi Shelbelle Development,1.015410128
Wadi,1.015410128
Wahdat Rehabilitation and Development Organization for Afghan Women,1.015410128
Wajir South Development Association,1.015410128
Wajir South Development Association ,1.015410128
Wakefern Food Corp. (ShopRite and PriceRite stores,1.015410128
Walgreens,1.015410128
Wal-Mart,1.015410128
Walmart Canada,1.015410128
Walmart Foundation,1.015410128
Walt Disney Corporation,1.015410128
Waltraud Torossian-Brigasky,1.015410128
WAM,1.015410128
Wamo Relief and Rehabilitation Services,1.015410128
Waqf Alghanem and Othman mosques,1.015410128
War Child ,1.015410128
War Child Canada,1.015410128
War Child Holland,1.015410128
War Child UK,1.015410128
War Torn Societies,1.015410128
Wardi Relief and Development Initiatives,1.015410128
Watan?s Social Technical Services Association,1.015410128
Water and Sanitation Consortium,1.015410128
Water for Life,1.015410128
Water Missions InterNational,1.015410128
WA-UK,1.015410128
Wawa Inc.,1.015410128
WB/UNDP,1.015410128
We Effect,1.015410128
Webster Bank,1.015410128
WEF - World Editors Forum,1.015410128
WEFA HUMANITARIAN RELIEF ORGANIZATION,1.015410128
Wegman Family Charitable Foundation,1.015410128
"Weil, Gotshal & Manges LLP",1.015410128
Welfare Association,1.015410128
"WellPoint, Inc.",1.015410128
Wells Fargo & CO,1.015410128
Wereld-missiehulp,1.015410128
Werkgroep Nederland Srebrenica,1.015410128
Western Union Foundation,1.015410128
WEUDAM - WEU De-mining Assistance Mission,1.015410128
Weyerhaeuser,1.015410128
WFP Administered Trust Fund,1.015410128
WFP and NGO Partners,1.015410128
WFP Immediate Response Account,1.015410128
WFP/SHA,1.015410128
White Helmets Commission,1.015410128
WHO/AFRO,1.015410128
WHO/OCHA,1.015410128
WHO/UNFPA,1.015410128
William and Flora Hewlett Foundation,1.015410128
William Gallagher Associates,1.015410128
WilmerHale,1.015410128
Wilton Park,1.015410128
Windle Trust,1.015410128
Windle Trust International,1.015410128
Windy InterNational Youth Foundation,1.015410128
Winn-Dixie Foundation,1.015410128
Winston & Strawn LLP,1.015410128
WISAG,1.015410128
WODRANS - Women Orphans and Disabled Rehabilitation Assoc. of New Sudan ,1.015410128
Woman Kind Kenya,1.015410128
Women and Children Child Care Organization,1.015410128
Women And Health Alliance,1.015410128
Women for Women InterNational,1.015410128
Women Organization for Development & Capacity Building,1.015410128
Women Welfare Organization Poonch,1.015410128
Women's Promotion and Human Development,1.015410128
World Agency of Planetary Monitoring and Earthquake Risk Reduction,1.015410128
World Agroforestry Centre,1.015410128
World Assembly of Muslim Youth,1.015410128
WORLD ASSEMBLY OF MUSLIMS YOUTH,1.015410128
World Association of Children's Friends,1.015410128
World Association of Newspapers and News Publishers,1.015410128
World Bank,1.015410128
World Bank Group,1.015410128
World Care,1.015410128
World Church Relief Service,1.015410128
World Coalition Against the Death Penalty,1.015410128
World Concern,1.015410128
World Concern Development Organisation,1.015410128
World Conference on Disaster Reduction,1.015410128
World Conference on Religions for Peace,1.015410128
World Congress Against the Death Penalty,1.015410128
World Education,1.015410128
World Food Programme,1.015410128
World Health Organization,1.015410128
World Hope InterNational,1.015410128
World Humanitarian Forum,1.015410128
World Islamic Economic Forum Foundation,1.015410128
World Jewish Aid,1.015410128
WORLD LUTERAN FEDERATION - COLOMBIA,1.015410128
World Meteorological Organization,1.015410128
World Mission Society Church of God,1.015410128
World Organisation Against Torture,1.015410128
World Pharmacists,1.015410128
World Rehabilitation Fund,1.015410128
World Relief,1.015410128
World Research Foundation,1.015410128
World Society for the Protection of Animals,1.015410128
World University Service,1.015410128
World University Service - Canada,1.015410128
World Vision  Netherlands,1.015410128
World Vision Angola,1.015410128
World Vision Australia,1.015410128
World Vision Canada,1.015410128
World Vision El Salvador,1.015410128
World Vision Germany,1.015410128
World Vision Hong Kong,1.015410128
World Vision InterNational,1.015410128
World Vision Ireland,1.015410128
World Vision Kenya,1.015410128
World Vision Korea,1.015410128
World Vision Pakistan,1.015410128
World Vision Philippines,1.015410128
World Vision Relief and Development  Inc.,1.015410128
World Vision Relief and Development  Inc.,1.015410128
World Vision South Sudan,1.015410128
World Vision Sri Lanka,1.015410128
World Vision Sudan,1.015410128
World Vision Support Offices,1.015410128
World Vision Taiwan,1.015410128
World Vision Uganda,1.015410128
World Vision UK,1.015410128
World Vision USA,1.015410128
World Vision Viet Nam,1.015410128
World Vision Zimbabwe,1.015410128
World Wildlife Fund,1.015410128
WorldFish,1.015410128
WPD,1.015410128
WRC - World Relief Corporation ,1.015410128
WSP InterNational,1.015410128
WTB InterNational Development,1.015410128
Xcel Energy Foundation ,1.015410128
Xstrata AG,1.015410128
YAKKUM Emergency Unit,1.015410128
Yasska Foundation,1.015410128
Yayasan Ananda Marga Indonesia,1.015410128
Yayasan Dian Desa,1.015410128
Yayasan HOPE Indonesia,1.015410128
Yele Haiti Foundation ,1.015410128
Yemen,0.866774914
Yemen Family Care Association,1.015410128
Yemen Red Crescent Society,1.015410128
Yemen Women Union,1.015410128
YMCA,1.015410128
YME Foundation,1.015410128
Young Africans Development Action,1.015410128
Young Welfare Society,1.015410128
Young Women's Christian Association/La Strada,1.015410128
Youth Activity Organization,1.015410128
Youth Alliance in Karamoja,1.015410128
Youth Development and Voluntary Work Association,1.015410128
Yum Brands Inc,1.015410128
ZACF,1.015410128
ZAF,1.015410128
Zafar Cooperation Organization,1.015410128
Zambia,0.911477477
Zambia Red Cross Society,1.015410128
Zamzam Foundation,1.015410128
Zanfha Initiative,1.015410128
ZAWD - Organization for Humanitarian and Development,1.015410128
ZAYED Foundation,1.015410128
ZIF - Center for InterNational Peace Operations,1.015410128
Zimbabwe,1.004506081
Zimbabwe Red Cross,1.015410128
ZOA Refugee Care,1.015410128
"Zodiac of North America, Inc.",1.015410128
"Zodiac of North America, Inc.",1.015410128
Zukunft f. Kinder,1.015410128
A.I.M.E! International e.V. (Deutschland),1.015410128
ACT Alliance / Lutheran World Federation Nepal,1.015410128
Action Chretienne pour combattre la pauvretre et l'analphabetisme,1.015410128
Afghanistan Center for Training and Development,1.015410128
Africa Development Corps,1.015410128
Africa Solidarity Trust Fund,1.015410128
African Rainbow Minerals,1.015410128
Agence Humanitaire Africaine,1.015410128
Airlink,1.015410128
Alber Charity Society,1.015410128
Aliko Dangote's Foundation,1.015410128
Alliance for International Medical Action,1.015410128
Asal Rural Development Organization,1.015410128
Asociaci¢n Salvadore§a de Ayuda Humanitaria,1.015410128
Association de Lutte Contre le Sida,1.015410128
"Association for Forests, Development and Conservation",1.015410128
Association Locale pour le DÇveloppement IntÇgral,1.015410128
"Association pour la SolidaritÇ, le DÇveloppement et l'IntÇgration Sociale",1.015410128
Associazione Italiana per la SolidarietÖ tra I Popoli,1.015410128
Asylum Access,1.015410128
Atlas Alliance,1.015410128
Basic Awareness Rehabilitation & Networking,1.015410128
BBC Media Action,1.015410128
Bent-e-Hawa Peace and Development Organization,1.015410128
Bilateral (affected government),1.015410128
Buddhistforbundet,1.015410128
CAIPA,1.015410128
Cairo Institute for Human Rights Studies,1.015410128
Cameroon Red Cross Society,1.015410128
Canadian Imperial Bank of Commerce,1.015410128
CARE Luxembourg,1.015410128
CARGOMA,1.015410128
Center for Applied Linguistics,1.015410128
Center for Women?s Legal Research and Consulting,1.015410128
Centers for Disease Control,1.015410128
Centers for Disease Control Foundation,1.015410128
Centre de Support en SantÇ Internationale,1.015410128
Centro de Estudios y Prevencion de Desastres,1.015410128
"Cera Products, Inc",1.015410128
Child Rights Connect,1.015410128
Cigna Foundation,1.015410128
Civic Coalition for Palestinian Rights in Jerusalem,1.015410128
Coca-Cola Foundation,1.015410128
Community Development Organization,1.015410128
Community Media Network,1.015410128
Cooperative Housing Foundation International,1.015410128
Coordination Of Rehabilitation Services For Afghanistan,1.015410128
Crisis Action,1.015410128
Danish Mission Council Development,1.015410128
dawa Islamic organization,1.015410128
Demos Institute,1.015410128
Direct Relief,1.015410128
Disaster Prevention and Preparedness Commission Ethiopia,1.015410128
Ebola Response Multi-Partner Trust Fund,1.015410128
EcoBank,1.015410128
EMERGENCY - Life Support for Civilian War Victims ONG Onlus,1.015410128
Emergency ONG,1.015410128
EuropeAid,0.995161627
European Commission's Humanitarian Aid and Civil Protection Department,0.995161627
FilmAid,1.015410128
Fondation MÇrieux,1.015410128
Fondation pour le DÇveloppement et l'Encadrement des Familles Haitiennes,1.015410128
Framtiden i vÜre hender,1.015410128
France Terre d?Asile,1.015410128
Friends of UNFPA,1.015410128
Frontier Primary Health Care,1.015410128
Fundaci¢n Acci¢n Contra el Hambre,1.015410128
"Fundaci¢n Alianza por Los Derechos, la Igualdad y  la Solidaridad Internacional",1.015410128
Fundaci¢n HalÅ Bienestar Humano,1.015410128
German Doctors e.V.,1.015410128
German Toilet Organization e.V.,1.015410128
GHESKIO Centers,1.015410128
Global Aid Hand,1.015410128
Global Giving,1.015410128
Global Network for Disaster Reduction,1.015410128
"Groupe antiraciste d?accompagnement, et de defense des Çtrangers et migrants",1.015410128
Groupe unifiÇ pour l'Çpanouissement des enfants et pour le dÇveloppement d'Haiti,1.015410128
Help Syria through the Winter Foundation,1.015410128
Hidig Relief And Development Organization,1.015410128
"IHH-Humanitarian Relief Foundation, Turkey",1.015410128
InformAction,1.015410128
Innovative Humanitarian Solutions,1.015410128
Institut EuropÇen de CoopÇration et de DÇveloppement,1.015410128
International Law and Policy Institute,1.015410128
International Procurement Agency,1.015410128
International Renaissance Foundation,1.015410128
irshad and islah society lebanon,1.015410128
Islamic Center Society,1.015410128
John Dau Foundation,1.015410128
John Hopkins Center for Communication Programs,1.015410128
Jordan Engineering Association,1.015410128
Just Peace Initiatives,1.015410128
Khazanah Nasional,1.015410128
La Asociaci¢n Minga,1.015410128
Larry Page's Family Foundation,1.015410128
Lead Development Agency,1.015410128
Lebanese Association for Development Al Majmoua,1.015410128
Lebanese Institute for Democracy and Human Rights,1.015410128
Legatum Foundation,1.015410128
Liberia Petroleum Company,1.015410128
Light for the World,1.015410128
Lutherian World Fund,1.015410128
Madrasati Initiative,1.015410128
Makassed Philanthropic Islamic Association of Beirut,1.015410128
Masar,1.015410128
MÇdecins d'Afrique,1.015410128
Medical Teams International,1.015410128
Merck,1.015410128
Mercury International,1.015410128
Millennium Promise Japan,1.015410128
Mouvement non violent syrien,1.015410128
National Federation of UNESCO Association in Japan,1.015410128
National Oil Company of Liberia,1.015410128
NCA+partners,1.015410128
NetHope,1.015410128
NGO Coordination Committee for Iraq,1.015410128
Noon Charity Organization,1.015410128
Norwegian Medical Association,1.015410128
Nyein (Shalom) Foundation,1.015410128
Open Society Foundations,1.015410128
"Organization for Refuge, Asylum and Migration",1.015410128
Palestinian Farmers Association,1.015410128
Palestinian Hydrology Group,1.015410128
Paul G. Allen,1.015410128
Peace Bridge Association,1.015410128
Philippine Jesuit Foundation,1.015410128
Plan Liberia,1.015410128
Poverty Eradication Initiative,1.015410128
Prime Foundation,1.015410128
Programa de Reducci¢n del Riesgo de Desastres,1.015410128
Protecting Through Education,1.015410128
Public Health Initiative Liberia,1.015410128
Raoul Wallenberg Institute of Human Rights and Humanitarian Law,1.015410128
Reach Vulnerable,1.015410128
Rebuild and Relief International NGO gGmbH,1.015410128
Refugee Consortium of Kenya,1.015410128
Relief Pakistan,1.015410128
RenÇ Moawad Foundation,1.015410128
Robert Wood Johnson Foundation,1.015410128
Rural Development Initiative Pakistan,1.015410128
Rural Initiatives in Sustainability and Empowerment,1.015410128
SADEL,1.015410128
SAFDF,1.015410128
Sawa Organization,1.015410128
SEEMA Center for Training and Protection of Women and Child's Rights,1.015410128
Seplat Petroleum Development Company Plc,1.015410128
Shafaq Rehabilitation Organization (SHA),1.015410128
SHASSMEPPE,1.015410128
Sibro Organization for Development,1.015410128
Sierra Minerals Holdings/Vimetco,1.015410128
Social Services Program,1.015410128
SociÇtÇ Anglogold Ashanti de GuinÇe,1.015410128
Society for Human Emancipation and Development,1.015410128
Solo Enviro Beautification,1.015410128
Soryiat,1.015410128
Start Fund,1.015410128
Stiftelsen Litteraturhuset,1.015410128
Support for Peace and Education Development Program,1.015410128
Syria Sanad,1.015410128
Taghyeer,1.015410128
Taiwan ICDF,1.015410128
The Competitiveness,1.015410128
The Equal Rights Trust,1.015410128
The Foundation for the Refugee Education Trust,1.015410128
Tides Center,1.015410128
Tompran Foundation,1.015410128
Tony Elumelu Foundation,1.015410128
UN Mission for Ebola Emergency Response,1.015410128
UN TF for Int'l Coop&Dev,1.015410128
Union des Organisations Syrienne de Secours MÇdicaux,1.015410128
United Israel Appeal,1.015410128
United Nations Department of Safety and Security,1.015410128
Universal Rights Group,1.015410128
Urgence SolidaritÇ Syrie,1.015410128
VENRO,1.015410128
Vet-Care Organization,1.015410128
Virgin Unite,1.015410128
VitalitÇ Plus,1.015410128
VNG International,1.015410128
VOLVO,1.015410128
Wakachiai Project,1.015410128
WELLCOME TRUST,1.015410128
Women Empowerment Organization,1.015410128
Women's Education Partnership,1.015410128
Women's Evangelical Association of Bossangoa,1.015410128
Women's Refugee Commission,1.015410128
World Council of Churches,1.015410128
World Neighbors,1.015410128
World Relief Corporation,1.015410128
Yemen Medical Charitable Society,1.015410128
Youth Resource Centre,1.015410128
ZOA,1.015410128
ABAAD-Resource Center for Gender Equality,1.015410128
Abdel Mohsen Qattan Foundation,1.015410128
Abs Development for Women and Children,1.015410128
Action for Development,1.015410128
Action for Peace and Sustainable Development,1.015410128
action medeor e.V.,1.015410128
Advocates Coalition for Rights and Development,1.015410128
Afghanistankomiteen i Norge,1.015410128
Agency for Assistance and Development of Afghanistan,1.015410128
Agricultural Development Association,1.015410128
Akkar Network for Development,1.015410128
Asociacion Ben por la Infancia,1.015410128
Asociaci¢n de Trabajadores y Tecnicos Sin Fronteras,1.015410128
Asociaci¢n ONGD Cives Mundi,1.015410128
ASSABIL,1.015410128
Associate in Community Development,1.015410128
Association Agropastorale de NDA,1.015410128
Association Centrafricaine pour le DÇveloppement Economique et Social,1.015410128
Association des Cadres Musulmans de Centrafrique,1.015410128
Association des Femmes pour la Promotion de l'Entreprenariat,1.015410128
Association for Integrated Rural Development,1.015410128
Association HIMAYA,1.015410128
Association LRC,1.015410128
Association Medina,1.015410128
Associazione Internazionale Volontari Laici,1.015410128
Atlasalliansen,1.015410128
Basmeh and Zeitooneh - Lebanese Association,1.015410128
Brigadas Internacionales de Paz,1.015410128
Care for Children and Old Age in South Sudan,1.015410128
Caribbean Disaster Emergency Management Agency,1.015410128
Caritas Chad,1.015410128
Centre Libanais des Droits Humains,1.015410128
Centro de Estudios Rurales y de Agricultura Internacional,1.015410128
Christian Children's Fund of Canada,1.015410128
Community Development Association,1.015410128
Community in Need Aid,1.015410128
Development Fund,1.015410128
DIGNI,1.015410128
Dominica Red Cross Society,1.015410128
Duhok Organization for Volunteer Youth,1.015410128
EducAid Onlus,1.015410128
Education Health Social Awareness and Rehabilitation,1.015410128
Estonian Refugee Council,1.015410128
European Meeting Centre - Nowy Staw Foundation,1.015410128
Evangelisches Werk fÅr Diakonie und Entwicklung e.V.,1.015410128
Famine Early Warning Sytem,1.015410128
Fangak Community Development Initiative,1.015410128
Fashoda Youth Forum,1.015410128
Foyer des Jeunes de Morne l'Hopital,1.015410128
Friends of Children Society,1.015410128
Friendship Luxembourg,1.015410128
"FUNDACION ALIANZA POR LOS DERECHOS, LA IGUALD Y LA SOLIDARIDAD INTERNACIONAL",1.015410128
Fundaci¢n Ojos del Mundo,1.015410128
Fundaci¢n Plan,1.015410128
GFZ German Research Centre,1.015410128
Global Family,1.015410128
Health Equity Initiatives Sdn Bhd,1.015410128
Heifer International,1.015410128
Hujra Village Support Organization,1.015410128
Humanitarian Quality Assurance Initiative,1.015410128
IHRA,1.015410128
Impact Health Organization,1.015410128
"Institute for Development, Research, Advocacy and Applied Care",1.015410128
Interchurch Medical Assistance World Health,1.015410128
International Eurasia Press Fund,1.015410128
IsraAID,1.015410128
Japan Campaign for children of Palestine,1.015410128
Japan International Volunteer Center,1.015410128
Japan Platform,1.015410128
Joint Aid Management International,1.015410128
Jordanian National Commission for Women,1.015410128
Kachin Baptist Convention,1.015410128
Khwendo Kor,1.015410128
Labena Organization for Women Development Aid Capacity Building,1.015410128
MADAD FUND,1.015410128
Makhzoumi Foundation,1.015410128
Manos Unidas,1.015410128
Mena Organization for Services Advocacy integration and Capacity Building,1.015410128
Ministry of Education and Higher Education,1.015410128
Monastery Saint James the Mutilated,1.015410128
Myanmar Health Assistant Association,1.015410128
Myanmar Heart Development Organization,1.015410128
National Demining Units Organization,1.015410128
NGO Free Ukraine,1.015410128
NGO Ukrainian Cultural Center,1.015410128
Norwegian Capacity,1.015410128
Nova - Centre per la Innovaci¢ Social / NOVACT,1.015410128
One Step Further,1.015410128
Organization for Research and Community Development,1.015410128
Organization for Voluntary Humanitarian Assistance Programme,1.015410128
OVERSEAS-Onlus,1.015410128
Oxfam Intermon,1.015410128
Oxfam/Community Aid Abroad/Intermon/Novib,1.015410128
Parlement des Jeunes Rwandais,1.015410128
Pearl of Africa Environment,1.015410128
People Empowerment & Consulting Enterprise,1.015410128
Person in Need Relief Mission,1.015410128
Professionals in Humanitarian Assistance and Protection,1.015410128
Real Medicine Foundation,1.015410128
Rebuild Iraq Recruitment Program,1.015410128
Reform Society,1.015410128
Rehabilitation Education And Community Health,1.015410128
Relief and Humanitarian Aid Organisation in Dar al Fatwa,1.015410128
Rural Community Action for Peace and Development,1.015410128
Rural Development Initiative South Sudan,1.015410128
Save Youth Future Society,1.015410128
Secretariado Diocesano de Pastoral Social,1.015410128
Society for Human and Environmental Development,1.015410128
Somalia Resilience Program,1.015410128
Standard Alliance,1.015410128
Sudanese Organization for Rehabilitation and Construction,1.015410128
Support Agency for Rural and Human Association?s Development,1.015410128
Support to Life,1.015410128
Sustainable Development and Peace Building Initiatives,1.015410128
Tahaddi & Apprentis d'Auteuils,1.015410128
Tajik Aid,1.015410128
The National Institution of Social Care and Vocational Training,1.015410128
Triyog Trust NZ,1.015410128
Turath Organization for Human Development,1.015410128
U.S. Forest Service,1.015410128
UN Department of Economic and Social Affairs,1.015410128
UN Women,1.015410128
United Nations Global Pulse,1.015410128
United Nations Voluntary Fund for Trafficking in Person,1.015410128
Vetwork Services Trust,1.015410128
Wethaq Foundation for Civil Orientation,1.015410128
Women Now for Development,1.015410128
World Vision Vanuatu,1.015410128
Yemeni Social Reform Society,1.015410128
Young Men?s Christian Association,1.015410128
ABAAD-Resource Center for Gender Equality,1.015410128
Abs Development for Women and Children,1.015410128
Action for Development,1.015410128
Advocates Coalition for Rights and Development,1.015410128
Agency for Assistance and Development of Afghanistan,1.015410128
Agricultural Development Association,1.015410128
Akkar Network for Development,1.015410128
Allocation of unearmarked funds by UN Women,1.015410128
ASSABIL,1.015410128
Associate in Community Development,1.015410128
Association Centrafricaine pour le DÇveloppement Economique et Social,1.015410128
Association des Cadres Musulmans de Centrafrique,1.015410128
Association des Femmes pour la Promotion de l'Entreprenariat,1.015410128
Association for Integrated Rural Development,1.015410128
Association HIMAYA,1.015410128
Association LRC,1.015410128
ASYA SAR - KYM,1.015410128
Basmeh and Zeitooneh - Lebanese Association,1.015410128
Centre Libanais des Droits Humains,1.015410128
Chad,0.968592152
Community Development Association,1.015410128
Community in Need Aid,1.015410128
ECHO DFID contribution,1.015410128
EducAid Onlus,1.015410128
Education Health Social Awareness and Rehabilitation,1.015410128
Fangak Community Development Initiative,1.015410128
Fashoda Youth Forum,1.015410128
Friends of Children Society,1.015410128
Global Family,1.015410128
IDeA Foundation,1.015410128
Joint Aid Management International,1.015410128
Kachin Baptist Convention,1.015410128
Khwendo Kor,1.015410128
Labena Organization for Women Development Aid Capacity Building,1.015410128
Livelihoods and Food Security Trust Fund,1.015410128
Makhzoumi Foundation,1.015410128
Mena Organization for Services Advocacy integration and Capacity Building,1.015410128
Monastery Saint James the Mutilated,1.015410128
Myanmar Health Assistant Association,1.015410128
National Demining Units Organization,1.015410128
Organization for Research and Community Development,1.015410128
Organization for Voluntary Humanitarian Assistance Programme,1.015410128
OVERSEAS-Onlus,1.015410128
Oxfam Intermon,1.015410128
People Empowerment & Consulting Enterprise,1.015410128
Person in Need Relief Mission,1.015410128
Rebuild Iraq Recruitment Program,1.015410128
Rehabilitation Education And Community Health,1.015410128
Relief and Humanitarian Aid Organisation in Dar al Fatwa,1.015410128
Rural Community Action for Peace and Development,1.015410128
Rural Development Initiative South Sudan,1.015410128
Saint Kitts and Nevis,1.015410128
Save Youth Future Society,1.015410128
Society for Human and Environmental Development,1.015410128
Sudanese Organization for Rehabilitation and Construction,1.015410128
Support Agency for Rural and Human Association?s Development,1.015410128
Sustainable Development and Peace Building Initiatives,1.015410128
Three Millennium Development Goal Fund (3MDG),1.015410128
Turath Organization for Human Development,1.015410128
UN Women,1.015410128
Wethaq Foundation for Civil Orientation,1.015410128
World Jewish Relief,1.015410128
Young Men?s Christian Association,1.015410128
ABAAD-Resource Center for Gender Equality,1.015410128
Abdel Mohsen Qattan Foundation,1.015410128
Abs Development for Women and Children,1.015410128
Action for Development,1.015410128
Action for Peace and Sustainable Development,1.015410128
action medeor e.V.,1.015410128
Advocates Coalition for Rights and Development,1.015410128
Afghanistankomiteen i Norge,1.015410128
Agency for Assistance and Development of Afghanistan,1.015410128
Agricultural Development Association,1.015410128
Akkar Network for Development,1.015410128
Asociacion Ben por la Infancia,1.015410128
Asociaci¢n de Trabajadores y Tecnicos Sin Fronteras,1.015410128
Asociaci¢n ONGD Cives Mundi,1.015410128
ASSABIL,1.015410128
Associate in Community Development,1.015410128
Association Agropastorale de NDA,1.015410128
Association Centrafricaine pour le DÇveloppement Economique et Social,1.015410128
Association des Cadres Musulmans de Centrafrique,1.015410128
