country,continent,regionUN,subregionUN,totalpop2015,under5pop,urbanpop,over65pop,u5mr2009,u5mr2010,u5mr2011,u5mr2012,u5mr2013,yearpov125_1,poverty125_1,yearpov125_2,poverty125_2,yearpov125_3,poverty125_3,yearpov125_4,poverty125_4,yearpov2_1,poverty2_1,yearpov2_2,poverty2_2,yearpov2_3,poverty2_3,yearpov2_4,poverty2_4,yearGDP_1,GDP_1,yearGDP_2,GDP_2,yearGDP_3,GDP_3,yearGDP_4,GDP_4,yearGDP_5,GDP_5,year_gini,value_gini,year_stunting_current,prev_stunting_current,number_stunting_current,current_aarr_stunting,reqd_aarr_stunting,stunting_progress,year_u5overweight,prev_u5overweight,number_u5overweight,current_aarr_u5overweight,reqd_aarr_u5overweight,u5overweight_progress,year_wasting,prev_wasting,number_wasting,wasting_progress,year_sev_wasting,number_sev_wasting,prev_sev_wasting,year_ebf_current,value_ebf_current,EBF_progress,year_lbw,LBW,year_stuntingtrend1,rate_stuntingtrend1,year_stuntingtrend2,rate_stuntingtrend2,year_stuntingtrend3,rate_stuntingtrend3,year_stuntingtrend4,rate_stuntingtrend4,year_stuntingtrend5,rate_stuntingtrend5,year_adolOWOB,AdolOW,AdolOB,year_heightBMI,prev_height145,prev_BMI185,year_adult_OB_OW,ow_male,ow_female,ow_bothsexes,ob_male,ob_female,ob_bothsexes,year_WRAanaemia,WRAanaemia_RATE,WRAanaemia_NUMBER,year_WHAtarget_WRAanaemia,WHAtarget_WRAanaemia1,year_vitA_def,prevalence_vita,year_IodineNutrition,Class_IodineNutrition,year_bloodglucose,BGboth,BGmale,BGfemale,year_bloodpressure,BPboth,BPmale,BPfemale,year_cholesterol,cholesterol_BOTH,cholesterol_MALE,cholesterol_FEMALE,YearMAD,MADTotal,YearMDD,MDDtotal,year_UNICEF_ANC_4,value_UNICEF_ANC_4,year_skilled,value_UNICEF_skilled_att,yearearly,early_BF,year_continued_BF,continued_BF,year_UNpop_Unmet_Needs,UnmetneedTotal,year_EBFtrend_1,EBF_trend_1,Source_EBFtrend1,year_EBFtrend_2,EBF_trend_2,Source_EBFtrend_2,year_EBFtrend_3,EBF_trend_3,Source_EBFtrend_3,year_SAM,SAMcoverage_rate,year_vitA_coverage,vitaminAdosecoverage,year_ORS,ORS,year_DTP,DTP3,year_Iodised,householdconsumingsalt,value_undernourishment1991,value_undernourishment2000,value_undernourishment2010,value_undernourishment2015,fruitandveg_gram1990,fruitandveg_gram2000,fruitandveg_gram2010,fruitandveg_gram2011,value_nonstaples1991,value_nonstaples2000,value_nonstaples2009,value_nonstaples2012,gender_inequality_year,gender_inequality_index,gender_inequality_rank,yearphysician,valuephysician,yearnurse,valuenurse,yearhealthworker,valuehealthworker,year_early_childbearing,early_childbearing,year_femaleED_1,rate_femaleED_1,year_femaleED_2,rate_femaleED_2,year_femaleED_3,rate_femaleED_3,year_femaleED_4,rate_femaleED_4,year_femaleED_5,rate_femaleED_5,water_piped1990,water_othimprov1990,water_unimprov1990,water_surface1990,water_piped2000,water_unimprov2000,water_othimprov2000,water_surface2000,water_piped2015,water_othimprov2015,water_unimprov2015,water_surface2015,san_improved1990,san_shared1990,san_othunimprov1990,san_opendef1990,san_improved2000,san_shared2000,san_othunimprov2000,san_opendef2000,san_improved2015,san_shared2015,san_othunimprov2015,san_opendef2015,totag_ppp1990,toteducation_ppp1990,tothealth_ppp1990,totsp_ppp1990,totag_ppp2000,toteducation_ppp2000,tothealth_ppp2000,totsp_ppp2000,totag_ppp2010,toteducation_ppp2010,tothealth_ppp2010,totsp_ppp2010,totag_ppp2012,toteducation_ppp2012,tothealth_ppp2012,totsp_ppp2012,year_code_bf,Code_breastfeeding,year_RTF,RTF_level1,year_maternityprotection,cat_maternityprotection,year_FFI,Fortification,year_policyrank,undernutritionrank_1to126,overnutritionrank_1to116,year_NCDpolicy,hypertension_policy,diabetes_policy,year_SUN,SUN_Process1,SUN_Process2,SUN_Process3,SUN_Process4,SUN_TotalAccomplished
Azerbaijan,Asia,Asia,Western Asia,9613,805,55,11,41,39,37,36,34,2008,0,2005,0,2004,0,2003,0,2008,2,2005,0,2004,0,2003,1,2014,16710,2013,16593,2012,15888,2011,15754,2010,15950,2011,26,2013,18,142,6,4,On course - Good progress,2013,13,102,0.949999988,5.0,Off course - Some progress,2013,3,24,on course,2013,0,1.100000024,2013,12,Off course no progress,2006,10,2013,18,2006,27,2001,18,2000,24,1996,28,,,,2006,0.5,4.2,2014,57,59,58,19,26,23,2011,33,893,2011,Currently off course,2013,9,2001,Mild iodine deficiency,2008,12,12,12,2008,43,46,41,2008,35,33,36,,,,,2006,45.2,2010,99,2006,31.9,2006,35,2006,15.4,2000,7.3,MICS,2006,11.8,DHS,2013,12.1,NS,2012,,2013,87,2006,21.1,2013,93,2006,53.6,23.60000038,22.5,,,,431,631,663,33,31,35,,2013,0.34,62,2013,3.402,2013,6.539,,,,4,2012,100,2011,98,2010,98,2009,101,2008,98,40,29,20,11,47,16,28,10,66,21,11,2,,,,,66,4,30,0,89,6,5,0,,,,,4.5,,,,3.1,10.1,3.7,9.6,2.6,8.4,3.5,10.3,2014,Many provisions law,2003,Medium,2011,Yes,,Planning,2011-2020,126,15,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Bahamas,Americas,Latin America and the Caribbean,Caribbean,388,29,85,16,14,14,14,13,13,,,,,,,,,,,,,,,,,2014,22439,2013,22518,2012,22841,2011,22689,2010,22915,2000,33,,,,,,,,,,,,,,,,,,,,,,,2011,11.6,,,,,,,,,,,2013,44.7,21,,,,2014,66,72,69,30,43,36,2011,23,23,2011,Currently off course,2013,7,.,,2008,13,13,14,2008,41,47,36,2008,52,49,54,,,,,,,2011,99,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,97,,,,,,,749,1186,1004,1003,,,,,2013,0.316,53,2008,2.818,2008,4.14,,,,,2010,95,2009,94,2008,96,2007,97,2006,92,,,,,93,3,4,,95,3,2,,,,,,89,4,6,1,92,5,3,0,2.0,18.9,15.2,4.1,1.4,19.8,16.2,6.6,1.0,17.8,17.2,7.4,,,,,,.,.,,2011,Partial,,Mandatory,,,,.,,,,,,,,
Bahrain,Asia,Asia,Western Asia,1360,107,89,5,9,8,7,7,6,,,,,,,,,,,,,,,,,2014,43963,2013,42444,2012,40732,2011,40083,2010,40553,1999,53,,,,,,,,,,,,,,,,,,,,1995,34,,2012,9.9,,,,,,,1995,14,1989,14,,,,,,,2014,70,74,72,31,43,35,2011,38,115,2011,Currently off course,2013,7,1999,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,13,14,12,2008,44,44,43,2008,53,53,54,,,,,,,2009,100,,,,,,,,,.,,,.,1995,33.8,NS,2012,,,,,,2013,99,,,,,,,,,,,,,,,2013,0.253,46,2012,0.915,2012,2.371,,,,,2012,97,2011,101,2010,95,2009,93,2008,92,39,56,5,,92,1,7,,100,0,0,0,99,,1,0,99,,1,0,99,,1,0,0.4,14.8,7.8,0.8,0.4,13.3,8.1,1.1,0.3,11.7,7.8,5.3,,,,,2014,Law,2003,Medium low,2011,No,,Mandatory,2008-2030,126,116,2010,"Available, partially implemented","Available, fully implemented",,,,,,
Bangladesh,Asia,Asia,Southern Asia,160411,15202,30,10,52,49,46,43,41,2010,43,2005,50,2000,59,1995,61,2010,77,2005,80,2000,84,1995,86,2014,2991,2013,2853,2012,2725,2011,2589,2010,2459,2011,44,2014,36,5484,7,3,On course - Good progress,2014,1,213,6.460000038,0.0,On course - Good progress,2014,14,2172,off course,2014,0,3.099999905,2014,55,Off course no progress,2006,22,2014,36,2013,39,2012,42,2011,41,2007,43,,,,2011,12.9,27.5,2014,15,21,18,2,5,4,2011,44,18183,2011,Currently off course,2013,30,1993,Mild iodine deficiency,2008,10,9,10,2008,39,39,38,2008,26,25,26,2013,32,2013,38.2,2013,25,2013,34,2013,44.3,2013,96,2013,13.9,2011,64.1,DHS,2012-13,56.4,MICS,2014,55.3,DHS,2012,9.8,2013,97,2011,77.6,2013,97,2013,57.6,32.79999924,23.10000038,17.20000076,16.39999962,65,62,141,137,15,16,19,19,2013,0.529,115,2011,0.356,2011,0.218,2011,0.334,,40,2012,57,2011,54,2010,53,2009,50,2008,47,5,63,26,6,7,21,69,3,12,75,13,0,34,16,16,34,45,21,14,19,61,28,10,1,4.7,10.2,3.6,4.8,3.6,19.3,5.2,3.9,7.1,16.9,7.1,7.5,,,,,2014,Many provisions law,2003,High,2011,Yes,2015,,2012-2021,5,33,2010,"Available, fully implemented","Available, fully implemented",2014,56,66,73,65,65
Barbados,Americas,Latin America and the Caribbean,Caribbean,287,18,46,22,15,15,15,15,14,,,,,,,,,,,,,,,,,2014,12829,2013,12867,2012,15261,2011,15336,2010,15297,2012,39,2012,8,1,,4,,2012,12,2,,4.2,,2012,7,1,off course,2012,0,2,2012,20,,2011,11.5,,,,,,,,,2012,8,2011,31.9,14.2,,,,2014,57,67,62,24,38,31,2011,23,16,2011,Currently off course,2013,5,,,2008,14,13,15,2008,42,45,39,2008,43,40,45,,,,,,,2012,100,2012,40.3,,,2012,19.9,,,.,,,.,2012,19.7,MICS,2012,,,,,,2013,87,2012,17.3,,,,,317,410,538,505,66,67,69,,2013,0.35,66,2005,1.811,2005,4.856,,,,,2011,111,2010,106,2009,107,2008,108,2007,108,94,2,4,,96,2,2,,98,2,0,,80,2,18,0,87,3,10,1,96,3,0,1,2.8,18.9,12.0,19.9,2.8,19.6,12.0,7.7,,17.4,13.8,8.6,,,,,,.,.,,2011,Partial,,Mandatory,2013-2020,61,26,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Belarus,Europe,Europe,Eastern Europe,9260,510,77,28,7,6,6,5,5,2011,0,2010,0,2009,0,2008,0,2011,0,2010,0,2009,0,2008,0,2014,17349,2013,17085,2012,16907,2011,16603,2010,15703,2012,47,2005,5,20,,4,,2005,10,43,,1.6,,2005,2,10,on course,2005,0,0.600000024,2012,19,Off course some progress,2011,5.1,,,,,,,,,2005,5,,,,,,,2014,61,55,58,21,26,23,2011,22,557,2011,Currently off course,,,1995-98,Moderate iodine deficiency,2008,10,10,10,2008,47,51,42,2008,51,51,51,,,,,2012,99.7,2012,100,2012,53,2012,28,2012,7,,,.,2005,9,MICS,2012,19,MICS,2012,,,,2012,45.3,2013,98,2012,85.4,,,,,,331,611,575,52,54,62,,2013,0.152,28,2013,3.925,2013,10.638,,,,3,2013,104,2012,104,2011,104,2010,105,2009,108,,,1,0,73,1,27,0,91,9,0,0,95,4,1,0,95,5,1,0,94,5,1,0,,,,,13.1,6.1,5.5,2.8,11.0,7.0,4.6,9.1,7.8,6.8,4.3,8.7,2014,Being studied,2003,Medium,2011,Yes,,No Fortification,2004-2020,126,5,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Belgium,Europe,Europe,Western Europe,11183,651,98,37,5,5,5,4,4,,,,,,,,,,,,,,,,,2014,40885,2013,40607,2012,40687,2011,40946,2010,40764,2007,33,,,,,,,,,,,,,,,,,,,,,,,2009,7,,,,,,,,,,,,,,,,,2014,66,48,57,22,18,20,2011,18,439,2011,Currently off course,,,1998,Mild iodine deficiency,2008,8,9,6,2008,35,39,30,2008,62,65,60,,,,,,,.,,,,,,1992,3.4,,,.,,,.,,,.,2012,,,,,,2013,99,,,,,,,,526,523,515,,74,71,,2013,0.068,9,2010,3.782,2013,16.764,,,,,2012,106,2011,105,2010,104,2009,103,2008,104,100,0,0,0,100,0,0,0,100,0,0,0,99,1,0,0,100,1,0,0,99,1,0,0,,10.7,10.1,32.7,,11.5,12.8,34.6,,11.7,14.7,36.5,,11.5,14.7,36.1,2014,Many provisions law,2003,Medium high,2011,Yes,,No Fortification,2014-2018,126,116,2010,Not available,"Available, fully implemented",,,,,,
Belize,Americas,Latin America and the Caribbean,Central America,348,39,44,8,19,18,18,17,17,1999,12,1998,11,1997,12,1996,10,1999,22,1998,26,1997,28,1996,24,2013,8215,2012,8287,2011,8178,2010,8209,2009,8145,2009,60,2011,19,7,3,4,Off course - Some progress,2011,8,3,10.43000031,0.9,Off course - Some progress,2011,3,1,on course,2011,0,1.200000048,2011,15,Off course some progress,2011,11.1,,,,,2011,19,2006,22,1992,,2011,35.8,12.5,,,,2014,49,59,54,16,29,23,2011,22,19,2011,Currently off course,2013,3,1994-95,Optimal iodine nutrition,2008,11,9,13,2008,37,41,33,2008,34,31,37,,,,,2011,83.1,2011,96,2011,61.5,2011,62,2011,15.9,,,.,2006,10.2,MICS,2011,14.7,MICS,2012,,,,2011,22.8,2013,95,,,9.699999809,6.5,5.699999809,6.199999809,787,814,807,676,61,60,60,62,2013,0.435,84,2009,0.828,2009,1.959,2009,0.543,,17,2013,89,2012,86,2011,84,2010,84,2009,82,45,28,21,6,61,12,24,3,81,19,0,0,76,6,11,7,83,7,7,4,91,7,1,1,12.8,16.5,7.9,0.6,,,,,,,,,,,,,,.,.,,2011,Yes,,Mandatory,2010-2030,17,7,2010,"Available, not implemented","Available, partially implemented",,,,,,
Benin,Africa,Africa,Western Africa,10880,1708,48,6,99,96,92,89,85,,,,,2011,52,2003,47,,,,,2011,74,2003,75,2014,1779,2013,1733,2012,1685,2011,1643,2010,1637,2012,53,2014,34,572,3,5,Off course - Some progress,2014,2,29,21.17000008,0.0,On course - Good progress,2014,5,76,on course,2014,0,0.899999976,2014,41,on course,2006,15,,,2014,34,2006,45,2001,39,1996,39,2009,10.2,0.3,2006,1.1,8.5,2014,20,38,29,4,15,9,2011,50,1070,2011,Currently off course,2013,53,1999,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,7,7,7,2008,45,47,43,2008,20,19,21,2011,16,2011,32.1,2011,58.2,2011-2012,81,2011,50.4,2011,82,2012,32.6,2006,43.1,DHS,2011-2012,32.5,DHS,2014,41.4,MICS,2012,42.3,2013,99,2011,50.1,2013,69,2011,86,28.10000038,23.89999962,12.10000038,7.5,203,204,223,206,26,27,29,,2013,0.614,134,2008,0.059,2008,0.771,2004,0.013,2011-2012,23,2013,43,2011,36,2005,24,2004,18,2003,17,5,52,21,22,10,21,56,13,18,60,20,2,7,6,8,79,12,12,8,69,20,19,8,53,,,,,8.0,,,,8.5,,,,6.3,,,,2014,Law,2003,Medium,2011,Yes,,Mandatory,2011-2015,26,85,2010,Not available,Not available,2014,54,46,73,50,56
Bhutan,Asia,Asia,Southern Asia,776,71,39,10,45,43,40,38,36,,,2012,2,2007,10,2003,24,,,2012,15,2007,30,2003,47,2014,7500,2013,7167,2012,7138,2011,6909,2010,6516,2011,34,2010,34,23,3,3,Off course - Some progress,2010,8,5,-4.730000019,0.6,Off course - No progress,2010,6,4,off course,2010,0,2,2010,49,,2010,9.9,,,2010,34,2008,35,1999,48,1987,61,,,,,,,2014,25,30,27,5,9,7,2011,44,84,2011,Currently off course,2013,28,1996,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,12,12,13,2008,39,40,37,2008,32,32,31,,,,,2010,77.3,2010,65,2010,59,2010,93,2010,11.7,,,.,,,.,2010,48.7,MICS,2012,,2013,45,2010,60.9,2013,97,,,,,,,,,,,,,,,2013,0.495,102,2012,0.259,2012,0.981,2012,0.854,,15,2013,80,2012,76,2011,71,2010,67,2009,62,48,24,15,13,52,5,32,11,58,42,0,0,19,13,57,11,31,20,39,11,50,28,20,2,14.5,8.6,4.8,,8.0,13.4,9.2,,,,,,,,,,2014,Voluntary,.,,.,,,No Fortification,2013-2018,44,47,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Bolivia,Americas,Latin America and the Caribbean,South America,11025,1307,69,10,46,44,42,41,39,2012,8,2011,7,2009,11,2008,10,2012,13,2011,12,2009,16,2008,18,2014,6153,2013,5934,2012,5650,2011,5462,2010,5279,2009,40,2012,18,229,6,5,On course - Good progress,2008,9,110,1.110000014,1.3,Off course - Some progress,2012,2,20,on course,2012,0,0.5,2012,64,on course,2008,6,2012,18,2008,27,2003,33,1998,33,1994,37,2012,21.7,4.6,2008,11.2,1.1,2014,48,56,52,12,22,17,2011,32,826,2011,Currently off course,2013,11,1996,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,10,9,10,2008,38,42,34,2008,36,34,38,,,,,2008,72.1,2011,84,2008,63.8,2008,85,2008,20.1,2003,53.6,DHS,2008,60.4,DHS,2012,64.3,NS,2012,,2013,40,2008,34.9,2013,94,,,38,34.59999847,27,15.89999962,391,418,284,277,48,49,48,,2013,0.472,97,2011,0.473,2011,1.005,2001,0.119,,20,2013,80,2012,78,2011,77,2010,77,2009,77,52,16,13,19,67,9,12,13,84,6,4,6,28,12,14,46,38,15,13,34,50,21,12,17,3.5,19.3,3.7,7.4,2.8,19.3,6.5,26.5,,,,,,,,,2014,Law,2003,Medium high,2011,No,,Mandatory,2006-2015,33,81,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Bosnia and Herzegovina,Europe,Europe,Southern Europe,3820,169,50,32,8,8,7,7,7,,,2007,0,2004,0,2001,0,,,2007,0,2004,0,2001,1,2014,9516,2013,9387,2012,9149,2011,9248,2010,9145,2006,33,2012,9,14,3,5,Off course - Some progress,2012,17,28,-0.550000012,6.8,Off course - No progress,2012,2,4,on course,2012,0,1.600000024,2011,19,Off course no progress,2012,4.5,,,,,2012,9,2006,12,2000,12,,,,,,,2014,55,49,52,16,19,18,2011,24,237,2011,Currently off course,,,1999,Optimal iodine nutrition,2008,11,11,10,2008,47,47,47,2008,39,39,40,,,,,2011,84.2,2011-2012,100,2011,42.3,2011,12,2012,9,1999,5.5,.,2005,17.6,MICS,2011-2012,18.5,MICS,2012,,,,2011,36.3,2013,92,2005,62,,,,,,426,766,763,35,40,50,,2013,0.201,36,2013,1.93,2013,5.595,,,,,,,,,,,,,,,,,3,0,82,2,15,0,87,13,0,0,,,,,95,1,4,1,95,1,4,0,,,,,,,,,,,,,,,,,2014,Measure drafted awaiting final approval,.,,2011,Yes,,No Fortification,,,,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Botswana,Africa,Africa,Southern Africa,2056,230,64,7,55,52,51,48,47,2009,13,2003,24,1994,31,1985,36,2009,28,2003,42,1994,49,1985,55,2014,16725,2013,16155,2012,14905,2011,14341,2010,13642,2007,44,2007,31,71,-1,4,Off course - No progress,2007,11,25,-1.059999943,2.6,Off course - No progress,2007,7,16,off course,2007,0,3.200000048,2007,20,,2007,13,,,,,2007,31,2000,29,1996,35,,,,,,,2014,37,59,48,13,32,22,2011,29,152,2011,Currently off course,2013,36,1994,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,9,8,10,2008,48,48,47,2008,38,36,39,,,,,2007,73.3,2007,95,2007,40,2007,36,,,,,.,2000,33.7,MICS,2007,20.3,NS,2012,,2013,83,2000,48.9,2013,96,2007,65.2,25.10000038,35.59999847,30.39999962,24.10000038,162,302,242,229,52,49,51,,2013,0.486,100,2009,0.399,2009,3.346,2009,0.096,,,2008,84,2007,82,2006,81,2005,79,2004,78,22,70,3,5,46,2,49,3,74,22,2,2,39,6,21,34,52,7,18,23,63,8,15,14,6.5,20.5,5.1,0.7,3.9,24.8,5.5,3.7,3.0,24.5,8.9,1.8,3.7,19.5,10.3,2.7,2014,Law,.,,2011,Partial,,Planning,2010-2016,115,96,2010,Not available,Not available,,,,,,
Brazil,Americas,Latin America and the Caribbean,South America,203657,14755,86,16,17,16,15,15,14,2012,4,2011,5,2009,5,2008,5,2012,7,2011,8,2009,10,2008,10,2014,15412,2013,15518,2012,15234,2011,15101,2010,14660,2011,32,2007,7,1174,,3,,2007,7,1207,,0.2,,2007,2,264,on course,2007,0,0.400000006,2006,39,,2011,8.5,,,2007,7,2002,,1996,14,1989,19,,,,1996,3.6,6.3,2014,56,53,54,17,23,20,2011,20,10638,2011,Currently off course,2013,12,2000,"Risk of adverse health consequences (iodine induced hyperthyroidism, auto-immune thyroid diseases)",2008,10,10,10,2008,42,48,37,2008,44,44,44,,,,,2011,89.83,2011,98,2006,42.9,2006,48,2006,6,,,.,1986,2.4,DHS,2006,38.6,NS,2012,,,,1996,43.6,2013,95,2006,95.7,14.80000019,12.30000019,,,341,403,498,530,61,65,66,67,2013,0.441,85,2013,1.891,2013,7.601,,,,16,,,2005,111,2004,111,2003,107,2002,115,78,10,8,4,86,5,7,2,94,4,2,0,67,1,15,17,75,1,15,9,83,1,14,2,0.9,4.0,1.5,6.0,2.7,8.4,8.7,45.8,2.2,8.1,7.0,48.0,2.0,6.7,7.3,37.7,2014,Law,2003,High,2011,Yes,,Mandatory,2012-2015,68,38,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Brunei Darussalam,Asia,Asia,South-Eastern Asia,429,33,77,9,9,9,9,10,10,,,,,,,,,,,,,,,,,2014,72219,2013,69474,2012,71664,2011,71991,2010,70636,2007,41,2009,20,7,,3,,2009,8,3,,1.1,,2009,3,1,on course,2009,0,0.400000006,,,,2011,11.9,,,,,,,,,2009,20,2014,37,20,,,,2014,48,47,47,16,20,18,2011,20,25,2011,Currently off course,,,,,2008,7,9,6,2008,34,38,30,2008,55,55,56,,,,,,,2009,100,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,90,,,,,,,341,396,430,357,51,49,55,,2013,,,2012,1.443,2012,8.048,,,,,2013,107,2012,109,2011,103,2010,101,2009,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,2011,No,,No Fortification,2007-2017,121,66,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Bulgaria,Europe,Europe,Eastern Europe,7113,340,75,40,13,13,13,12,12,2011,2,2010,2,2008,1,2007,0,2011,4,2010,3,2008,2,2007,1,2014,16048,2013,15695,2012,15443,2011,15278,2010,14886,2010,34,,,,,,,,,,,,,,,,,,,,,,,2011,8.8,,,,,,,,,2004,9,,,,,,,2014,64,54,59,22,25,23,2011,24,416,2011,Currently off course,,,1996,Optimal iodine nutrition,2008,10,10,9,2008,45,48,41,2008,50,50,49,,,,,,,2010,100,,,,,1998,29.7,,,.,,,.,,,.,2012,,,,,,2013,95,2012,91.9,,,,,573,530,312,328,57,58,58,,2013,0.207,38,2012,3.866,2012,4.778,,,,,2012,91,2011,91,2010,88,2009,88,2008,89,86,14,0,0,91,0,9,0,99,0,1,0,85,14,1,0,86,14,0,0,86,14,0,0,,,,,2.4,6.4,5.9,2.7,1.6,5.2,4.2,5.2,0.7,4.1,2.6,3.9,2014,No information,2003,Medium,2011,Yes,,No Fortification,2007-2013,124,100,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Burkina Faso,Africa,Africa,Western Africa,17915,3088,30,5,122,114,108,102,98,2009,44,2003,49,1998,70,1994,71,2009,72,2003,73,1998,88,1994,86,2014,1606,2013,1588,2012,1532,2011,1481,2010,1431,2008,56,2012,33,965,3,5,Off course - Some progress,2010,3,79,-3.920000076,0.0,On course - At risk,2012,11,320,off course,2012,0,1.799999952,2014,50,on course,2010,14.1,2012,33,2011,34,2010,35,2009,35,2006,42,,,,2010,0.4,14.2,2014,17,30,24,3,9,6,2011,50,1976,2011,Currently off course,2013,52,1999,Optimal iodine nutrition,2008,9,9,9,2008,45,46,44,2008,18,16,19,2010,3,2010,6,2010,33.7,2010,66,2010,42.1,2012,96,2014,35.7,2012,38.2,NS,2013,47.2,NS,2014,50.1,.,2012,100,2013,99,2010,21.2,2013,88,2006,33.7,26,26.60000038,22.5,20.70000076,84,102,66,63,33,34,34,35,2013,0.607,133,2010,0.047,2010,0.565,2010,0.129,,28,2013,26,2012,23,2011,21,2010,19,2009,17,2,42,48,8,3,34,57,6,8,74,15,3,8,7,7,78,12,11,8,70,20,18,7,55,31.6,,,,11.2,,,,8.4,,,,10.4,,,,2014,Law,2003,Medium low,2011,Yes,,Mandatory,2011-2015,50,73,2010,Not available,Not available,2014,59,56,30,52,49
Burundi,Africa,Africa,Eastern Africa,10813,2004,12,5,98,94,90,86,83,,,2006,81,1998,86,1992,84,,,2006,93,1998,95,1992,95,2014,758,2013,747,2012,737,2011,731,2010,725,2011,43,2010,58,969,1,6,Off course - Some progress,2010,3,49,-7.550000191,0.0,On course - At risk,2010,6,103,off course,2010,0,1.399999976,2010,69,on course,2010,12.9,,,2010,58,2005,58,2000,63,1987,56,,,,2010,4,12.1,2014,8,23,16,1,5,3,2011,21,472,2011,Currently on course,2013,46,,,2008,6,6,6,2008,49,50,48,2008,19,17,20,2010,9,2010,18.5,2010,33.4,2010,60,2010,73.6,2010,94,2011,32.4,2000,61.5,MICS,2005,44.7,NS,2010,69.3,DHS,2012,,2013,75,2010,37.8,2013,96,,,,,,,,,,,,,,,2013,0.501,104,2004,0.028,2004,0.191,2004,0.093,,11,2013,29,2012,24,2011,22,2010,19,2009,16,3,66,21,10,4,17,68,11,7,69,12,12,42,7,48,3,44,8,45,3,48,10,39,3,,,,,1.1,,,,,,,,,,,,2014,Measure drafted awaiting final approval,2003,Medium,2011,Partial,,No Fortification,2011-2025,89,104,2010,Not available,"Available, not implemented",2014,35,28,34,5,26
Cambodia,Asia,Asia,South-Eastern Asia,15677,1779,21,11,46,44,42,40,38,2011,10,2010,11,2009,13,2008,21,2011,41,2010,41,2009,41,2008,51,2014,3093,2013,2942,2012,2790,2011,2646,2010,2513,2011,51,2014,32,567,6,4,On course - Good progress,2014,2,35,-1.289999962,0.5,On course - At risk,2014,10,168,off course,2014,0,2.299999952,2014,65,Off course no progress,2010,11.3,2014,32,2010,41,2008,40,2005,44,2000,49,2013,3.7,0.4,2010,5.5,18.2,2014,13,22,18,2,5,3,2011,44,1744,2011,Currently off course,2013,12,,,2008,5,5,5,2008,32,36,28,2008,30,27,32,2010,24,2010,36.9,2010,59.4,2011,72,2010,65.8,2014,80,2014,12.5,2008,65.9,NS,2010,73.5,DHS,2014,65,DHS,2012,9.1,2013,90,2010,34.1,2013,92,,,32.09999847,32,17,14.19999981,196,172,167,176,16,22,28,,2013,0.505,105,2012,0.169,2012,0.791,2004,0.113,,9,2008,41,2007,38,2006,35,2004,26,2003,21,2,21,42,35,7,32,34,27,21,55,12,12,3,0,8,89,16,3,6,75,42,8,3,47,,,,,,,,,,,,,,,,,2014,Many provisions law,2003,Medium,2011,Partial,,No Fortification,2008-2011,4,14,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Cameroon,Africa,Africa,Middle Africa,23393,3746,54,6,109,104,101,97,95,,,2007,28,2001,25,1996,47,,,2007,53,2001,51,1996,72,2014,2829,2013,2739,2012,2661,2011,2610,2010,2571,2011,37,2011,33,1144,1,5,Off course - Some progress,2011,7,228,4.75,0.0,On course - Good progress,2011,6,204,off course,2011,0,1.899999976,2011,20,Off course no progress,2006,11,2011,33,2006,36,2004,35,1998,38,1991,36,,,,2011,0.8,7.6,2014,25,42,34,6,17,11,2011,42,2024,2011,Currently off course,2013,45,1993,Mild iodine deficiency,2008,10,10,10,2008,43,45,40,2008,22,20,24,,,,,2011,62.2,2011,64,2011,39.9,2011,78,2011,23.5,2004,23.5,DHS,2006,21.2,MICS,2011,20.4,DHS,2012,,2013,99,2011,17.2,2013,89,2011,85,37.79999924,32.29999924,13.39999962,9.899999619,408,423,550,584,41,43,46,,2013,0.622,138,2009,0.077,2009,0.438,,,,30,2012,46,2011,43,2009,36,2008,32,2007,28,11,40,35,14,13,27,48,11,17,59,16,8,40,13,36,11,42,14,35,9,46,15,33,6,4.3,16.6,4.5,1.1,,,,,,,,,,,,,2014,Law,.,,2011,Yes,,Mandatory,2014-2018,73,102,2010,"Available, partially implemented","Available, partially implemented",2014,23,36,0,4,16
